image_name,split,damage_type,damage_location,severity,bounding_box,confidence,flag
0255.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 259, 188]",0.6363,auto_labeled
0256.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4902,manual_review
0257.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4597,manual_review
0258.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4912,manual_review
0259.JPEG,train,scratch,side_panel,high,"[0, 0, 259, 194]",0.7655,auto_labeled
0260.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5022,manual_review
0261.JPEG,train,paint_damage,side_panel,high,"[0, 0, 275, 183]",0.7543,auto_labeled
0262.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4936,manual_review
0263.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4514,manual_review
0264.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4231,manual_review
0265.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5464,manual_review
0266.JPEG,train,scratch,side_panel,high,"[0, 0, 259, 194]",0.7226,auto_labeled
0267.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5178,manual_review
0268.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4615,manual_review
0269.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4445,manual_review
0270.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5278,manual_review
0271.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.3964,manual_review
0272.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4783,manual_review
0273.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5007,manual_review
0274.JPEG,train,scratch,side_panel,high,"[0, 0, 273, 185]",0.7241,auto_labeled
0275.JPEG,train,paint_damage,side_panel,high,"[0, 0, 259, 194]",0.7135,auto_labeled
0276.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4819,manual_review
0277.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.439,manual_review
0278.JPEG,train,paint_damage,side_panel,high,"[0, 0, 300, 168]",0.7661,auto_labeled
0279.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 259, 178]",0.6238,auto_labeled
0280.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4076,manual_review
0281.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4376,manual_review
0282.JPEG,train,scratch,side_panel,medium,"[0, 0, 363, 139]",0.6814,auto_labeled
0283.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5295,manual_review
0284.JPEG,train,dent,side_panel,medium,"[0, 0, 286, 176]",0.6017,auto_labeled
0285.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5013,manual_review
0286.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.443,manual_review
0287.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5951,manual_review
0288.JPEG,train,scratch,side_panel,high,"[0, 0, 389, 129]",0.7301,auto_labeled
0289.jpeg,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.568,manual_review
0290.JPEG,train,scratch,side_panel,high,"[0, 0, 276, 175]",0.7174,auto_labeled
0291.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.528,manual_review
0292.JPEG,train,paint_damage,side_panel,high,"[0, 0, 274, 184]",0.8408,auto_labeled
0293.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5286,manual_review
0294.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4991,manual_review
0295.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.496,manual_review
0296.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.441,manual_review
0297.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4544,manual_review
0298.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5356,manual_review
0299.JPEG,train,scratch,side_panel,medium,"[0, 0, 259, 194]",0.6091,auto_labeled
0300.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4833,manual_review
0301.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5382,manual_review
0302.JPEG,train,scratch,side_panel,medium,"[0, 0, 278, 181]",0.6538,auto_labeled
0303.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5397,manual_review
0304.JPEG,train,scratch,side_panel,medium,"[0, 0, 274, 184]",0.6135,auto_labeled
0305.JPEG,train,paint_damage,side_panel,high,"[0, 0, 259, 165]",0.7024,auto_labeled
0305.JPEG,train,scratch,front_bumper,medium,"[0, 180, 259, 13]",0.5642,auto_labeled
0306.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5109,manual_review
0307.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5448,manual_review
0308.JPEG,train,scratch,side_panel,high,"[0, 0, 194, 259]",0.7868,auto_labeled
0309.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4976,manual_review
0310.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4671,manual_review
0311.JPEG,train,scratch,side_panel,high,"[0, 0, 298, 169]",0.7715,auto_labeled
0312.JPEG,train,crack,front_bumper,medium,"[0, 172, 266, 16]",0.6949,auto_labeled
0312.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 266, 173]",0.5523,auto_labeled
0313.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4794,manual_review
0314.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5024,manual_review
0315.JPEG,train,crack,left_door,medium,"[45, 109, 51, 10]",0.5539,auto_labeled
0315.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 300, 168]",0.6631,auto_labeled
0316.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5259,manual_review
0317.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.452,manual_review
0318.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4088,manual_review
0319.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4762,manual_review
0320.jpeg,train,paint_damage,side_panel,medium,"[0, 0, 275, 183]",0.6698,auto_labeled
0321.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.423,manual_review
0322.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4925,manual_review
0323.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5391,manual_review
0324.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5818,manual_review
0325.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5801,manual_review
0326.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4964,manual_review
0327.JPEG,train,scratch,side_panel,high,"[0, 0, 259, 194]",0.7496,auto_labeled
0328.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4362,manual_review
0329.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5413,manual_review
0330.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4047,manual_review
0331.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5373,manual_review
0332.JPEG,train,scratch,side_panel,medium,"[0, 0, 300, 168]",0.637,auto_labeled
0333.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5184,manual_review
0334.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5985,manual_review
0335.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5085,manual_review
0336.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4897,manual_review
0337.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4631,manual_review
0338.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5821,manual_review
0339.JPEG,train,paint_damage,side_panel,high,"[0, 0, 276, 183]",0.7979,auto_labeled
0340.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5073,manual_review
0341.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 260, 164]",0.64,auto_labeled
0342.JPEG,train,paint_damage,side_panel,high,"[0, 0, 268, 188]",0.8318,auto_labeled
0343.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.48,manual_review
0344.JPEG,train,paint_damage,side_panel,high,"[0, 0, 304, 166]",0.7458,auto_labeled
0345.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5653,manual_review
0346.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4922,manual_review
0347.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5766,manual_review
0348.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5253,manual_review
0349.jpeg,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4561,manual_review
0350.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4476,manual_review
0351.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4422,manual_review
0352.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4748,manual_review
0353.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5187,manual_review
0354.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4904,manual_review
0355.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4978,manual_review
0356.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4906,manual_review
0357.JPEG,train,paint_damage,side_panel,high,"[0, 0, 266, 147]",0.7317,auto_labeled
0357.JPEG,train,paint_damage,side_panel,high,"[0, 129, 266, 60]",0.6666,auto_labeled
0358.JPEG,train,paint_damage,side_panel,high,"[0, 0, 268, 172]",0.8043,auto_labeled
0358.JPEG,train,crack,front_bumper,medium,"[0, 166, 268, 21]",0.6754,auto_labeled
0359.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4858,manual_review
0360.JPEG,train,paint_damage,side_panel,high,"[0, 0, 266, 189]",0.8249,auto_labeled
0361.JPEG,train,paint_damage,left_door,low,"[0, 85, 27, 26]",0.6266,auto_labeled
0361.JPEG,train,paint_damage,side_panel,medium,"[81, 117, 42, 54]",0.5743,auto_labeled
0361.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 262, 176]",0.6255,auto_labeled
0362.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4332,manual_review
0363.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5218,manual_review
0364.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4328,manual_review
0365.JPEG,train,crack,rear_bumper,medium,"[0, 0, 259, 18]",0.6878,auto_labeled
0365.JPEG,train,paint_damage,hood,medium,"[0, 10, 259, 112]",0.6044,auto_labeled
0366.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4549,manual_review
0367.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5654,manual_review
0368.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4548,manual_review
0369.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4553,manual_review
0370.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5312,manual_review
0371.JPEG,train,paint_damage,side_panel,medium,"[0, 0, 284, 177]",0.6488,auto_labeled
0372.JPEG,train,paint_damage,side_panel,high,"[0, 29, 299, 138]",0.7186,auto_labeled
0372.JPEG,train,paint_damage,windshield,medium,"[10, 0, 288, 43]",0.528,auto_labeled
0373.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4345,manual_review
0374.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4827,manual_review
0375.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4277,manual_review
0376.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5344,manual_review
0377.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5771,manual_review
0378.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4594,manual_review
0379.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5176,manual_review
0380.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5513,manual_review
0381.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.4941,manual_review
0382.JPEG,train,manual_review_needed,manual_review_needed,manual_review_needed,manual_review_needed,0.5595,manual_review
